living_in_m2,bedrooms,grade,price
101.26427,2,2,280000
66.89016,1,1,338500
242.47683,2,5,810000
201.413704,2,2,625000
237.83168,2,4,465000
130.0642,1,2,310000
141.21256,3,1,450000
157.9351,3,2,456000
106.83845,2,2,213500
361.39267,3,5,850000
224.82526,3,4,771000
196.95436,2,3,550000
120.7739,1,2,492000
240.61877,2,3,620000
340.95401,3,5,950000
143.07062,2,1,263500
171.87055,3,3,328000
382.76036,3,5,949950
111.4836,2,3,140000
347.45722,3,4,869000
59.45792,1,1,110000
88.25785,2,2,256000
169.08346,3,2,275000
122.63196,2,1,462600
234.11556,2,2,499500
176.5157,2,3,315000
236.90265,2,4,711000
120.7739,2,2,270000
97.54815,1,1,175000
202.52854,3,1,480000
133.78032,2,2,370000
207.17369,2,4,836500
232.2575,3,2,330000
83.6127,1,2,334000
145.85771,2,2,209950
157.00607,2,2,289000
144.92868,2,3,598500
71.53531,1,2,275000
149.57383,2,2,535610
111.4836,2,2,480000
117.98681,2,2,379600
221.10914,3,3,365650
159.79316,3,2,435000
251.76713,2,5,740000
224.82526,3,3,712500
144.92868,2,2,415000
154.21898,2,2,203700
175.58667,2,2,465500
168.15443,2,2,280000
200.67048,2,2,272000
102.1933,1,1,250000
219.25108,2,4,431000
225.75429,2,3,365000
100.33524,1,1,315000
173.171192,2,2,235000
155.14801,1,2,240000
137.49644,2,3,600000
181.16085,2,4,328500
217.39302,3,2,242000
190.45115,3,2,265000
127.27711,2,2,222000
196.02533,2,2,725000
167.2254,3,3,865000
316.056006,3,5,498000
100.33524,1,2,350000
113.34166,3,1,260000
124.49002,2,2,297000
143.07062,2,2,485000
177.44473,3,3,369950
125.41905,3,2,626000
206.24466,2,3,650000
158.86413,2,3,500000
140.28353,2,2,202500
176.5157,3,2,667000
83.6127,1,2,473000
299.14766,3,5,710000
335.37983,3,5,510000
108.69651,2,2,209977
335.37983,3,3,540000
93.83203,2,2,160000
161.65122,2,2,182700
128.20614,2,3,475000
94.76106,1,2,303000
224.82526,1,2,430000
228.54138,3,3,704111
296.36057,3,5,589950
76.18046,2,1,220000
340.95401,3,5,820000
185.806,2,3,560000
213.6769,3,3,342000
250.8381,1,4,850000
127.27711,2,2,264950
95.69009,1,1,225000
127.27711,2,1,225000
149.57383,2,3,690000
184.87697,3,2,283500
110.55457,2,2,229000
91.97397,2,2,173250
184.87697,2,3,544900
158.86413,2,2,482000
157.9351,3,2,161000
159.79316,1,1,664000
214.60593,3,2,469950
221.10914,3,2,735000
112.41263,2,2,173250
72.46434,1,2,370000
156.07704,2,2,285000
126.34808,2,1,253200
189.52212,1,2,499000
230.39944,3,3,525000
276.85094,2,3,947500
93.83203,1,1,550700
261.98646,3,2,318000
160.72219,3,2,250000
169.08346,2,2,415000
107.76748,2,2,875000
94.76106,1,2,460000
183.94794,2,4,490000
136.56741,1,2,235000
131.92226,2,3,265000
142.14159,2,2,440000
114.27069,2,2,475000
127.27711,1,3,446000
101.26427,2,1,392000
121.70293,1,1,187300
246.19295,3,4,329000
159.79316,2,2,439950
258.27034,2,5,815000
96.61912,1,2,227000
200.67048,3,3,849000
160.72219,2,3,435000
296.36057,3,3,535000
260.1284,2,3,540500
174.65764,2,2,389800
161.65122,1,3,650000
143.07062,2,2,324000
209.96078,3,2,400200
195.0963,3,3,735000
274.06385,3,3,402000
228.54138,3,4,347500
104.98039,3,2,215000
226.68332,2,2,565000
150.50286,2,2,842000
102.1933,2,1,199990
146.78674,2,3,389950
126.812595,2,2,530000
108.69651,2,2,760000
114.27069,1,2,325000
119.84487,1,2,573300
76.18046,1,1,207000
182.08988,2,2,250000
155.14801,1,1,448000
261.98646,3,3,461500
216.46399,2,3,680000
201.59951,3,2,497500
262.91549,2,5,959000
180.23182,2,3,335000
159.79316,2,2,550388
279.63803,2,3,745000
127.27711,2,3,510000
198.255002,2,3,611000
226.68332,3,3,388000
173.72861,3,2,594000
141.21256,2,2,386500
235.04459,2,3,717500
94.76106,2,1,210000
262.91549,3,4,774000
139.3545,3,1,265000
96.61912,2,2,217500
103.12233,1,1,410500
171.87055,2,2,445000
229.47041,3,2,635000
200.67048,1,2,305000
240.432964,2,3,306000
196.95436,2,2,329500
202.52854,3,2,279000
87.32882,2,1,350000
119.84487,1,3,481000
143.99965,3,1,685000
143.07062,2,2,345000
167.2254,3,2,365000
91.97397,2,1,226550
219.25108,3,4,615000
211.81884,3,3,325000
389.26357,3,5,1150000
149.57383,2,2,375000
339.09595,3,4,799900
244.33489,3,4,710000
226.68332,2,5,720000
150.50286,3,2,510000
209.96078,3,4,560000
229.47041,3,4,633100
172.79958,3,2,249000
246.19295,3,2,615000
119.84487,3,2,549000
127.27711,3,2,300000
177.44473,2,3,299000
216.46399,2,3,530000
78.03852,2,1,135000
120.7739,2,2,226500
215.53496,3,4,824000
164.43831,2,2,436000
158.86413,3,2,565000
246.19295,2,4,580000
177.44473,2,3,615000
184.87697,2,2,438000
105.90942,2,2,172500
210.88981,3,2,417500
248.05101,2,5,642000
117.98681,2,2,347000
108.69651,2,2,352500
187.66406,3,2,366000
182.08988,2,2,410000
106.83845,1,1,129000
150.50286,1,3,700000
354.88946,2,4,775000
247.12198,3,2,760000
381.83133,3,5,734000
297.2896,3,4,490000
58.52889,1,1,315000
131.271939,2,3,286800
109.62554,1,1,336000
153.28995,2,3,428000
120.7739,2,2,331000
106.83845,1,2,376000
279.63803,3,3,728725
304.72184,3,5,810000
147.71577,2,1,463000
243.40586,2,2,394250
138.42547,2,2,207000
152.36092,2,1,390000
116.12875,2,2,350000
294.50251,3,4,745000
128.20614,1,2,335000
190.45115,3,3,540000
53.88374,1,1,109000
264.77355,2,3,545400
106.83845,1,2,463000
172.79958,2,3,526500
192.30921,2,2,405000
238.76071,3,2,449000
98.47718,2,2,212000
374.39909,3,4,950000
187.66406,1,2,410000
86.39979,2,1,465000
180.23182,2,3,555000
166.29637,2,2,258000
113.34166,1,1,215500
256.41228,3,3,424950
182.08988,2,2,310000
151.43189,2,3,422120
158.86413,2,4,685000
155.14801,2,3,245000
391.12163,3,5,937500
133.78032,3,1,285000
211.81884,2,4,520000
160.72219,2,2,187000
147.71577,2,2,575000
133.78032,2,2,460000
287.07027,2,5,822500
91.04494,1,2,390000
74.3224,1,1,110000
176.5157,2,2,314000
239.68974,2,4,570000
226.68332,3,3,765000
178.37376,1,2,495000
285.955434,3,4,459950
268.48967,3,4,598000
143.99965,1,3,605000
248.05101,2,5,425000
172.79958,2,2,615000
89.18688,1,2,500000
201.59951,3,2,550000
209.03175,3,2,411000
91.97397,2,1,354000
188.59309,3,3,365500
116.12875,2,2,283500
77.10949,1,1,200000
180.23182,3,2,322000
189.52212,2,4,812000
258.27034,2,5,950000
187.66406,1,3,742500
212.74787,3,3,630000
212.74787,3,4,328500
222.9672,2,2,455000
297.2896,3,5,720000
216.46399,3,4,585000
273.13482,2,4,1070000
229.47041,3,3,352000
183.94794,2,3,640000
169.08346,2,2,276000
148.6448,2,3,392500
222.9672,3,2,387500
298.21863,3,2,750000
270.34773,3,4,485000
155.14801,1,2,495000
171.87055,3,3,763000
85.47076,1,1,535000
171.87055,2,4,474950
116.12875,2,2,579500
267.56064,3,4,920000
159.79316,3,1,275000
208.288526,2,3,310000
105.90942,1,1,903000
274.99288,3,4,426500
302.86378,3,4,820000
207.17369,3,3,435000
68.74822,1,1,202000
353.0314,3,2,380000
296.36057,3,4,587000
92.903,2,2,390000
198.81242,2,3,636000
127.27711,2,2,320000
221.10914,3,3,590000
317.72826,3,4,635000
192.30921,2,3,535100
157.00607,1,2,462500
209.96078,3,3,600000
104.98039,1,2,443000
142.14159,2,1,154000
180.23182,2,2,283748
160.72219,2,2,490000
247.12198,2,3,727500
155.14801,3,2,680000
152.918338,2,2,305000
193.23824,3,3,635000
154.21898,2,2,360000
248.05101,3,3,480000
255.48325,3,3,865000
188.59309,3,2,385000
130.0642,3,2,238000
185.806,2,3,415000
163.50928,3,2,720000
208.10272,3,4,939000
175.58667,2,2,285000
115.19972,2,1,390000
87.32882,2,1,185900
179.30279,3,3,364950
129.13517,1,2,465000
103.12233,2,1,375000
194.16727,2,3,285000
102.1933,2,3,375000
197.88339,3,2,800000
149.57383,2,3,225000
219.25108,2,2,435000
233.18653,2,3,675000
153.28995,2,3,643500
102.1933,2,2,285000
278.709,3,4,770000
192.30921,2,3,272500
195.0963,2,2,530000
236.90265,3,3,277500
260.1284,3,4,880000
154.21898,2,2,638000
156.07704,2,2,305000
143.07062,3,2,550000
198.81242,2,4,616750
217.39302,3,2,465950
227.61235,3,3,525000
240.990382,2,3,351000
155.14801,2,3,678000
203.45757,3,3,520000
137.49644,2,2,315000
161.65122,2,2,325000
89.18688,1,2,565000
211.81884,3,2,433000
120.7739,2,2,400000
222.03817,3,2,345000
310.29602,3,3,576000
239.68974,3,3,370000
242.47683,3,5,725000
179.30279,3,2,270000
260.1284,3,3,490000
121.70293,2,2,290000
153.28995,2,3,299000
91.97397,1,2,430000
248.05101,2,2,465000
104.05136,1,1,469000
90.11591,2,1,315000
105.90942,2,2,660000
114.27069,2,2,278000
224.82526,2,3,390000
180.23182,3,2,345000
301.93475,3,4,486940
116.314556,3,3,352000
134.70935,2,3,400000
209.96078,2,3,705000
100.33524,2,1,210000
55.7418,1,1,135000
337.23789,3,5,500000
142.14159,2,1,412500
191.38018,2,2,460000
290.78639,3,5,851000
145.85771,1,2,352500
112.41263,1,3,437500
192.30921,2,3,690000
207.080787,3,2,324950
142.14159,2,2,575000
296.36057,3,5,589450
117.05778,2,3,282000
271.27676,2,5,868500
106.83845,2,2,287000
181.16085,3,2,392500
156.07704,2,3,399000
179.30279,2,3,583000
248.05101,2,4,810000
182.08988,3,2,395000
99.40621,1,2,505000
317.72826,2,4,657044
236.90265,3,4,587000
152.36092,2,3,645000
211.81884,2,3,415000
88.25785,1,2,320000
244.33489,2,4,731781
191.38018,2,4,978500
65.0321,1,1,254950
201.59951,3,3,359800
158.86413,2,2,575000
195.0963,3,3,546000
146.78674,2,3,485000
186.73503,2,2,279000
158.86413,2,3,522500
113.34166,2,2,201000
268.48967,2,3,421000
117.98681,1,2,611000
312.15408,2,4,850000
188.59309,2,3,287500
172.79958,2,4,799950
156.07704,3,3,255000
109.62554,2,2,350000
191.38018,3,3,543000
180.23182,3,3,375000
216.46399,1,5,1046250
91.97397,2,1,207000
93.83203,2,1,201000
147.71577,2,3,465000
101.26427,2,2,698000
101.450076,2,1,309000
115.106817,2,2,253101
206.24466,2,2,875000
85.47076,1,1,417000
194.16727,3,2,289950
162.58025,2,3,260000
194.16727,3,2,460000
103.12233,2,2,532000
78.03852,1,1,308500
98.47718,1,1,285000
197.88339,3,2,380000
294.50251,3,4,890776
365.10879,3,4,575000
117.98681,2,2,403000
125.41905,2,2,281000
154.21898,3,2,385000
144.92868,2,2,269000
177.44473,3,3,458400
164.43831,2,2,286000
233.18653,2,2,624000
313.08311,2,2,675000
196.02533,1,3,380000
257.34131,3,2,760000
228.54138,3,2,535000
130.0642,2,3,425000
253.62519,2,4,1000000
177.44473,2,3,323000
214.141415,1,3,705000
192.30921,3,3,372000
113.34166,3,2,935000
347.45722,3,3,595000
370.68297,3,5,570000
143.99965,3,3,645000
171.87055,2,2,445000
188.59309,3,3,500000
114.27069,2,1,205000
220.18011,3,3,870000
232.2575,3,3,350000
119.84487,2,2,253000
94.76106,1,2,269000
194.16727,3,3,490000
171.87055,1,2,700000
217.39302,3,3,572000
192.30921,3,3,364950
160.72219,2,2,335000
124.49002,2,2,545000
187.66406,3,2,262000
170.94152,2,1,521000
104.98039,1,1,207000
122.63196,1,2,304000
194.16727,3,3,600000
160.72219,2,2,216000
117.98681,2,2,190000
108.69651,2,1,335000
165.36734,2,2,680000
140.28353,2,2,400000
71.53531,1,1,248000
113.34166,1,2,300000
239.68974,3,3,588000
286.14124,3,4,635000
152.36092,2,3,580000
180.23182,3,3,390000
178.37376,3,2,595000
140.28353,2,3,465000
345.59916,3,5,760000
167.2254,2,3,280000
143.99965,2,3,380000
117.05778,2,2,259000
280.56706,3,3,622000
112.41263,2,1,219950
149.57383,2,3,415000
213.6769,2,3,1000000
183.94794,2,1,350000
66.89016,1,1,570000
127.27711,2,3,394000
139.540306,2,2,403000
326.08953,3,4,931088
232.2575,3,3,950000
235.04459,3,3,331950
285.21221,3,4,825000
76.18046,1,1,489950
157.00607,2,2,330000
132.85129,3,1,265000
136.56741,2,3,480000
138.42547,2,1,320000
279.63803,3,5,837700
200.67048,3,2,550000
66.89016,1,1,195000
161.65122,2,3,665000
209.03175,3,3,648475
101.26427,1,2,455000
98.47718,2,2,211000
116.12875,2,2,275000
150.50286,3,2,249950
291.71542,2,4,915000
98.47718,3,1,510000
104.98039,2,1,262500
115.19972,2,2,336000
108.69651,2,2,330000
101.26427,2,2,190000
300.07669,3,3,530000
222.9672,2,4,590000
109.62554,1,1,160000
174.65764,3,3,333000
223.89623,3,2,475000
91.04494,2,1,90000
180.23182,2,3,555000
145.85771,3,2,350000
126.34808,3,2,507000
267.56064,3,3,725000
300.07669,3,4,785000
175.58667,3,3,521000
92.903,1,2,431000
190.45115,3,2,369950
109.62554,1,3,311000
194.16727,3,3,405000
133.78032,2,2,287450
235.04459,3,3,625000
207.17369,3,3,750000
308.43796,3,4,852600
141.21256,2,2,190000
234.11556,3,3,415000
263.84452,3,3,870000
102.1933,1,2,440000
222.03817,3,2,462500
173.72861,3,2,520000
141.21256,2,2,333000
391.12163,3,5,1146800
200.67048,2,3,273000
238.76071,3,3,495000
143.99965,1,3,426000
308.43796,3,4,805000
147.71577,2,2,259000
90.11591,1,2,546000
96.61912,2,2,411100
97.54815,1,1,123000
179.30279,2,2,279950
197.88339,2,4,667500
207.17369,2,3,700000
287.9993,3,5,511000
196.02533,2,4,535000
164.43831,2,3,320900
95.69009,1,2,305000
169.08346,3,2,234000
182.08988,3,3,285000
89.18688,1,2,208000
110.55457,2,2,299000
96.61912,2,2,619790
257.34131,3,4,1112000
106.83845,2,2,166600
254.55422,2,4,850000
133.78032,3,3,1038000
170.01249,1,2,585000
327.01856,3,4,760000
128.20614,2,2,408000
195.0963,3,2,330000
209.96078,3,5,780000
253.62519,3,3,575000
226.68332,3,3,649950
186.73503,3,4,1000000
170.94152,2,2,512500
251.76713,2,2,278000
100.33524,1,1,230000
274.99288,3,3,1050000
136.56741,2,3,430000
178.37376,3,3,635000
171.87055,2,2,287200
190.45115,2,3,535500
292.64445,3,3,750000
240.61877,3,3,452000
175.58667,2,2,570000
126.34808,2,3,515000
303.79281,3,3,435000
221.10914,2,4,986000
196.95436,2,3,612000
141.21256,1,2,400000
250.8381,3,4,415000
218.32205,3,2,295000
87.32882,1,2,392000
134.70935,2,2,450000
84.54173,2,2,565000
137.49644,1,2,331000
130.0642,2,3,430100
183.01891,3,3,575000
120.7739,2,2,267000
208.10272,2,3,1080000
190.45115,3,2,329950
179.30279,3,4,670000
123.56099,2,3,325000
124.49002,2,3,370350
255.48325,3,4,763776
178.37376,2,4,674000
120.7739,2,2,330000
181.16085,2,3,622000
180.23182,2,2,295000
219.25108,3,2,875000
71.53531,1,1,257000
174.65764,2,2,466000
250.8381,2,4,950000
126.34808,2,3,397000
123.56099,2,2,400000
176.5157,3,2,463000
124.49002,2,2,357000
255.48325,3,4,419900
268.48967,3,4,1100000
92.717194,2,2,320000
170.01249,2,3,550000
199.74145,3,3,380000
122.63196,2,2,285000
281.49609,3,3,455000
376.25715,3,3,670000
179.30279,2,3,570000
134.70935,3,1,244000
173.72861,2,2,299950
201.59951,3,3,431000
86.39979,1,1,105500
160.72219,2,2,260000
207.17369,2,4,600000
139.3545,2,2,348000
208.10272,2,3,510000
192.30921,3,2,495000
271.27676,2,3,795000
175.58667,2,3,473000
92.903,1,1,264950
224.82526,2,3,739888
120.7739,3,2,315000
226.68332,2,4,679900
182.08988,2,2,561500
250.8381,3,3,390000
79.89658,1,2,442000
168.15443,3,1,230000
66.89016,1,1,403000
213.6769,3,2,320000
291.71542,3,4,389950
92.903,2,2,249000
132.386775,2,3,467000
252.69616,2,2,299900
140.28353,2,2,327000
127.27711,1,2,535000
181.16085,2,2,425000
205.31563,3,3,360000
182.08988,3,2,372000
114.27069,2,2,239950
167.2254,3,2,475000
203.45757,3,2,1100000
110.55457,3,2,900000
93.83203,1,2,285000
187.66406,2,2,317000
248.98004,3,3,520000
190.45115,3,3,550000
158.86413,3,2,450000
225.75429,2,3,560000
136.56741,2,2,410000
161.65122,1,3,800000
189.52212,3,3,475000
135.63838,2,2,600000
215.53496,2,3,685000
156.07704,3,2,290500
170.94152,3,1,433000
303.79281,3,5,987500
157.9351,2,2,335000
227.61235,3,4,619420
158.86413,2,3,470000
166.29637,3,3,570000
169.08346,2,3,270000
188.59309,3,3,621000
275.92191,3,4,726000
156.07704,2,2,282000
124.49002,2,3,432500
247.958107,3,4,402395
150.50286,3,2,485000
272.20579,3,5,422000
175.58667,2,3,510000
254.55422,3,2,585444
73.39337,1,1,115000
125.41905,1,2,276900
290.78639,3,3,302300
351.17334,3,5,1029000
131.92226,2,2,716000
196.02533,3,2,324950
182.08988,2,3,403000
157.9351,2,2,294000
188.59309,3,3,349500
148.6448,3,2,485000
307.50893,2,4,419000
236.90265,3,3,561000
195.0963,3,3,640000
316.79923,2,3,720000
76.18046,1,2,365000
185.806,3,2,536500
123.56099,2,2,385000
202.52854,2,3,634950
158.86413,2,2,290000
166.29637,2,2,603000
114.27069,2,2,220000
211.81884,2,3,760000
244.33489,3,3,625000
211.81884,2,1,540000
130.0642,2,2,887200
115.19972,2,1,240000
130.99323,2,3,261500
308.43796,3,2,302000
134.70935,3,2,375000
115.19972,2,3,340000
130.99323,2,1,490000
182.08988,3,2,250000
83.6127,1,1,249500
201.59951,3,2,400000
91.04494,2,2,430000
222.03817,2,3,396500
104.05136,1,2,524000
300.07669,2,4,715000
153.28995,2,3,547500
219.25108,3,3,445000
111.4836,2,2,239000
71.53531,1,1,277000
166.29637,2,3,530000
244.33489,2,4,778000
129.13517,2,2,259000
171.87055,2,1,459950
175.58667,2,3,269950
148.6448,2,2,280000
81.75464,1,2,615000
297.2896,3,4,707000
108.69651,1,1,459000
239.68974,3,2,374000
117.05778,2,2,565000
224.82526,3,2,411500
164.43831,3,3,638500
293.57348,1,2,589900
131.92226,2,3,467000
195.0963,3,2,548000
157.00607,2,2,498000
195.0963,3,2,395000
210.88981,3,3,624900
166.29637,2,3,450000
202.52854,3,3,830000
155.14801,2,2,235000
144.92868,2,3,500000
177.44473,3,3,300000
169.08346,1,2,460000
200.67048,2,3,530000
158.86413,2,1,305000
175.58667,2,3,475000
151.43189,2,2,285000
107.76748,2,2,285000
130.0642,2,1,507250
138.42547,1,2,320000
126.34808,2,2,239000
184.87697,3,3,435000
175.58667,3,3,525000
187.66406,3,2,311000
334.4508,3,4,484000
141.21256,2,2,330000
66.89016,1,1,235000
179.30279,2,1,285000
165.36734,2,2,495000
110.55457,2,2,332900
109.62554,2,3,472000
132.85129,2,2,279000
133.78032,2,2,260000
230.39944,2,3,583800
212.74787,3,3,650000
181.16085,3,2,564500
340.02498,3,5,475000
244.33489,3,4,454000
391.12163,3,4,900000
79.89658,1,1,311000
357.67655,2,5,915000
176.5157,1,2,450000
86.39979,1,2,306000
158.86413,3,3,637000
72.46434,1,1,220000
221.10914,3,2,413000
219.25108,2,3,348000
185.062776,1,1,429592
120.7739,2,3,552500
136.56741,2,1,250000
196.02533,3,3,565000
217.39302,3,3,650500
236.90265,2,3,590000
117.05778,2,1,248000
247.12198,2,4,435000
196.95436,2,2,559950
109.62554,1,2,257500
97.54815,2,1,250000
226.68332,3,2,510000
194.16727,3,2,775000
251.76713,3,3,591000
179.30279,3,2,175000
242.47683,3,3,510000
83.6127,1,2,550000
176.5157,2,2,615000
202.52854,2,4,580000
211.81884,1,4,849900
184.87697,2,2,285000
91.04494,1,3,334900
81.75464,1,2,454000
233.18653,3,4,290500
87.32882,1,2,375000
288.92833,3,4,635000
264.77355,3,3,710000
148.6448,2,3,400000
178.37376,3,3,341000
170.01249,3,2,378500
200.67048,2,4,733000
146.78674,2,3,379000
195.0963,2,3,399000
93.83203,1,1,225000
280.56706,3,4,575000
216.46399,2,3,625000
209.96078,3,2,341780
97.54815,2,2,237500
140.28353,1,2,415000
124.49002,2,1,215000
212.74787,2,2,536000
127.27711,2,2,371500
309.36699,3,4,975000
209.96078,3,4,833000
284.28318,3,4,710000
107.76748,2,2,480000
139.3545,2,1,255000
213.6769,3,3,498000
170.94152,2,2,467000
196.02533,1,2,400000
209.03175,3,2,319450
268.48967,3,2,390000
170.94152,3,3,268000
65.0321,1,2,260000
238.76071,2,2,654000
177.44473,2,3,400000
149.57383,2,2,512000
142.14159,2,3,500000
142.14159,2,3,375500
197.88339,3,2,283000
163.50928,2,3,455000
264.680647,2,5,798000
167.2254,2,3,580000
126.34808,2,2,280000
137.49644,3,2,310000
243.40586,3,3,650000
317.72826,3,4,757500
141.21256,2,3,475580
124.49002,1,3,345000
112.41263,2,2,235000
214.60593,3,3,597750
182.08988,3,2,325000
215.53496,3,3,637500
62.24501,1,1,272000
209.96078,2,3,335000
257.34131,3,4,533300
165.36734,3,2,296000
176.5157,3,2,290000
89.18688,2,2,405000
177.44473,3,1,240000
356.74752,3,3,829900
112.41263,2,2,244500
181.16085,2,3,361000
185.806,2,2,417000
353.0314,3,4,894000
115.19972,2,2,662990
141.21256,1,2,535000
145.85771,2,2,458000
218.32205,3,3,620000
359.53461,3,5,1127500
297.847018,3,2,375000
384.61842,3,5,950000
226.68332,3,3,566000
157.9351,2,2,290000
209.03175,3,3,287500
196.95436,2,2,400000
258.27034,3,4,830000
72.46434,2,1,180000
122.63196,2,2,660000
135.63838,2,2,395000
379.04424,3,5,1050000
103.12233,2,2,130000
194.16727,3,2,513000
188.59309,2,3,525000
114.27069,2,1,200000
167.2254,2,2,332500
241.5478,3,3,392000
172.79958,3,2,477500
143.07062,1,4,640000
145.85771,2,3,635000
169.08346,2,2,245000
172.79958,2,2,288350
156.07704,2,2,350000
235.97362,1,4,945000
203.45757,2,3,345000
129.13517,1,2,608000
318.65729,3,5,997000
291.71542,3,3,925000
128.20614,1,2,319900
170.01249,3,2,236000
177.44473,2,3,617000
287.07027,3,4,370000
208.10272,3,2,220000
196.02533,2,3,604950
196.95436,3,3,397950
179.30279,2,2,435000
182.08988,3,3,300000
219.25108,3,2,700000
128.20614,1,1,795000
246.19295,3,5,545000
222.9672,3,2,442500
225.75429,3,3,605000
306.5799,3,4,789888
117.05778,2,2,342000
146.78674,2,3,602000
206.24466,3,2,405000
251.76713,3,3,430760
85.47076,1,2,340895
187.66406,2,2,450000
278.709,2,5,850000
243.40586,2,3,427000
97.54815,2,1,420000
179.30279,3,3,245000
194.16727,2,2,383000
119.84487,2,2,240000
136.56741,2,2,352500
79.89658,1,1,170000
286.14124,2,4,585000
240.61877,3,4,530000
120.7739,2,3,502000
125.41905,1,3,419950
209.96078,3,2,500000
341.139816,3,4,405000
145.85771,2,2,274950
137.49644,2,3,360000
178.37376,2,3,542500
167.2254,2,2,257000
137.49644,2,2,320000
193.23824,2,3,594000
137.49644,2,2,305000
163.50928,2,2,440000
204.3866,2,2,315000
167.2254,3,2,375000
213.6769,3,2,417000
224.82526,2,3,282000
167.2254,1,1,334998
342.81207,3,5,865000
186.73503,3,1,475000
74.3224,1,1,402500
126.34808,1,2,300000
316.79923,3,4,585000
144.92868,2,2,399950
165.36734,2,2,266000
233.18653,3,4,750000
165.36734,2,2,615000
172.79958,2,3,407185
188.59309,2,3,435000
159.79316,2,2,525000
101.26427,1,2,405000
157.9351,1,3,895000
179.30279,2,2,375000
151.43189,3,2,581000
255.48325,3,2,550000
183.94794,2,3,470000
101.26427,2,2,267000
265.70258,3,5,872000
83.6127,1,2,451000
282.42512,3,5,691000
145.85771,2,2,315000
180.23182,2,2,700000
201.59951,3,2,435000
273.13482,3,3,420000
196.95436,3,2,453000
102.1933,2,2,416500
116.12875,2,2,390000
113.34166,2,2,390000
203.45757,3,3,320000
105.90942,2,2,576000
285.21221,3,4,462000
149.57383,3,2,535000
68.74822,1,1,295000
194.16727,3,3,545000
265.70258,3,3,957000
150.50286,2,2,499100
138.42547,2,2,745000
272.20579,2,4,645000
234.11556,3,3,600000
174.65764,3,2,423000
65.96113,1,1,320000
231.32847,3,2,442500
195.0963,2,2,350000
237.83168,2,3,560000
186.73503,3,4,627800
78.03852,1,2,306500
207.17369,3,2,347500
84.54173,1,2,400000
139.3545,1,3,736000
124.49002,2,2,530000
146.043516,2,3,299000
132.85129,1,3,505000
327.01856,3,5,905000
134.244835,2,2,415000
92.903,1,2,311300
268.48967,3,5,1100000
145.85771,2,2,495000
137.49644,3,2,260000
82.68367,1,1,314963
145.85771,1,3,502000
80.82561,1,2,395000
140.28353,3,2,791500
132.85129,1,2,545000
167.2254,2,2,665000
358.60558,3,5,840000
154.21898,2,2,412000
106.83845,1,1,180000
255.48325,3,4,915000
285.21221,3,4,620000
124.49002,3,2,205000
153.28995,3,2,517000
216.46399,2,3,550000
81.75464,1,2,378500
216.46399,3,3,572500
111.4836,2,2,219950
144.92868,2,2,440000
186.73503,2,3,605000
115.19972,2,3,530000
146.78674,2,1,233500
168.15443,2,3,449000
110.55457,2,2,375000
273.13482,3,4,845000
173.72861,2,2,521000
280.56706,3,2,530000
144.92868,3,3,400000
280.56706,2,3,439000
84.54173,1,1,455000
296.36057,3,3,1100000
133.78032,1,2,475000
206.24466,2,2,416000
93.83203,2,2,200000
111.4836,2,2,153000
170.94152,2,3,275000
196.02533,2,1,243500
123.56099,2,2,205500
226.68332,3,4,720000
57.59986,1,1,265000
150.50286,2,2,333000
197.88339,3,2,534000
200.67048,3,3,753000
112.41263,2,2,299950
111.4836,2,1,214000
144.92868,1,3,435000
163.50928,2,2,690000
317.72826,3,4,839900
143.99965,3,2,229900
234.11556,3,3,1050000
99.40621,2,2,370000
134.70935,2,3,365000
89.18688,2,2,345000
126.34808,1,1,335000
65.96113,1,1,245000
111.4836,2,1,420000
183.01891,2,3,780000
367.89588,3,5,919990
368.82491,3,5,810000
253.62519,2,4,350000
324.23147,2,3,630000
251.76713,2,1,260000
146.78674,2,2,325000
193.23824,2,2,555000
113.34166,1,2,253000
218.32205,3,3,635000
118.91584,2,2,280000
77.10949,1,1,160000
155.14801,2,4,649950
160.72219,3,2,700000
254.55422,3,4,672800
108.69651,2,1,207500
200.67048,1,3,625000
125.41905,2,3,314000
84.54173,1,1,450000
102.1933,3,1,353000
224.82526,2,4,752888
132.85129,2,1,235000
169.08346,2,2,455850
196.95436,2,3,475226
257.34131,3,4,700000
143.07062,1,2,570000
97.54815,1,1,474000
153.28995,2,2,438000
165.36734,1,3,398500
263.84452,3,3,814000
151.43189,2,2,497000
246.19295,2,3,425000
305.65087,3,4,728000
114.27069,2,2,329000
195.0963,3,3,424000
83.6127,1,1,243500
134.70935,2,2,339000
130.99323,1,2,600000
208.10272,3,3,654000
170.94152,1,1,490000
92.903,2,3,610000
122.63196,2,3,390000
161.65122,3,3,560000
79.89658,1,2,580000
215.53496,3,2,305000
79.89658,1,4,345000
267.189028,3,4,895000
252.69616,3,3,709050
245.26392,2,4,1025000
173.72861,3,2,310000
359.53461,3,5,900000
320.51535,3,5,950000
136.56741,2,2,244000
183.94794,3,2,524000
248.98004,3,4,419625
209.96078,2,3,496500
129.13517,1,2,191950
182.08988,2,2,425000
140.28353,2,2,319950
161.65122,3,2,554950
190.45115,3,2,260000
137.49644,2,2,160000
94.76106,2,1,307000
129.13517,2,2,425000
251.76713,2,4,999000
71.53531,1,1,310000
139.3545,2,2,435000
215.53496,2,3,900000
160.72219,2,3,521000
102.1933,2,2,392500
264.77355,3,3,620000
